,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Export OF QUERY RESULTS FROM EyeOnWater
21571,1,9/13/2022 7:07:52 PM,1,9/13/2022 7:07:42 PM,48.8335961,9.2125774,1025539,6246673,10,png,9/13/2022 5:10:41 PM,Android,SM-A515F,93487df5dca83d27,0,,,14,8,0,0,australia,944,944,Iman,80,3,1,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21571.png,?,0,1,,,,96.795162447314,,,,,,,0,114.74311439358,7,0,0,0,0,,0,96.795162447314,8,http://www.eyeonwater.org/media/eyeonwater_upload/21571.png,Iman
21570,1,9/13/2022 7:06:47 PM,1,9/13/2022 7:06:38 PM,48.831838925584,9.2170879710988,1026041,6246375,0,png,9/13/2022 5:09:36 PM,iOS,"iPhone14,6",D67F24ED-D920-4BF1-9A1D-9D77FD2BBD03,4,,,10,16,0,0,australia,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21570.png,?,0,1,,,40.254580003418,39.092207943839,,,,,,,0,20.663324646712,21,0,0,0,0,40.254580003418,16,39.092207943839,17,http://www.eyeonwater.org/media/eyeonwater_upload/21570.png,
21569,1,9/13/2022 7:06:29 PM,1,9/13/2022 7:06:20 PM,48.825509,9.2159408,1025913,6245305,10,png,9/13/2022 5:09:18 PM,Android,Pixel 3a,778ba90dd5718e7f,1,,,17,1,0,0,australia,254,254,reiner,310,26,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21569.png,?,0,1,,,,289.33518721397,,,,,,,0,271.59194732367,1,0,0,0,0,,0,289.33518721397,1,http://www.eyeonwater.org/media/eyeonwater_upload/21569.png,reiner
21475,1,9/2/2022 4:53:30 PM,1,9/2/2022 4:53:20 PM,48.772898601685,9.1654913224432,1020297,6236414,10,png,9/2/2022 2:56:01 PM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,-2,,,14,13,0,0,australia,695,695,Netti,410,39,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21475.png,?,0,1,,,61.360634289702,62.298716958133,,,,,,59.200285285036,13,60.220377387723,13,0,0,0,0,61.360634289702,13,62.298716958133,12,http://www.eyeonwater.org/media/eyeonwater_upload/21475.png,Netti
21472,1,9/2/2022 10:19:00 AM,1,9/2/2022 10:18:49 AM,48.780115032614,9.1835036315109,1022302,6237633,0,png,9/2/2022 8:21:29 AM,iOS,"iPhone13,2",9606EC11-3486-4557-B424-61515DDE85AC,5,,1,13,11,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21472.png,?,0,1,,,,71.216973598801,,,,,,,0,68.180316641113,11,0,0,0,0,,0,71.216973598801,11,http://www.eyeonwater.org/media/eyeonwater_upload/21472.png,
21250,1,8/2/2022 9:27:11 AM,1,8/2/2022 9:27:02 AM,48.772829760887,9.1654042506654,1020288,6236402,10,png,8/2/2022 6:47:24 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,2,,,14,13,0,0,australia,695,695,Netti,410,39,3,0,24,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21250.png,?,0,1,,,58.181016755833,61.806456910639,,,,,,55.509315840575,14,59.186693238984,13,0,0,0,0,58.181016755833,13,61.806456910639,13,http://www.eyeonwater.org/media/eyeonwater_upload/21250.png,Netti
21212,1,7/26/2022 1:49:21 PM,1,7/26/2022 1:49:11 PM,48.772980905036,9.1654896783977,1020297,6236428,10,png,7/26/2022 11:51:44 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,-4,,,15,14,0,0,australia,695,695,Netti,410,39,3,0,25,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21212.png,?,0,1,,,56.102783688696,57.375815808014,,,,,,53.785519277961,14,54.839777428462,14,0,0,0,0,56.102783688696,14,57.375815808014,13,http://www.eyeonwater.org/media/eyeonwater_upload/21212.png,Netti
21106,1,7/17/2022 4:19:33 AM,1,7/16/2022 9:57:28 PM,48.7822747,9.155211,1019153,6237998,10,png,7/16/2022 7:59:45 PM,Android,SM-J510FN,55a8ce330200daec,7,,,9,,0,0,eowcolor,737,737,ehau,160,11,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21106.png,?,0,1,,,,,,,,,,,,,,0,0,0,0,,,,,http://www.eyeonwater.org/media/eyeonwater_upload/21106.png,ehau
21103,1,7/16/2022 8:38:32 AM,1,7/16/2022 8:38:23 AM,48.772862213709,9.1654960345562,1020298,6236408,10,png,7/16/2022 6:40:40 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,3,,,15,13,0,0,australia,695,695,Netti,410,39,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/21103.png,?,0,1,,,59.713193367708,63.148678951025,,,,,,56.578714035184,13,60.154483661769,13,0,0,0,0,59.713193367708,13,63.148678951025,12,http://www.eyeonwater.org/media/eyeonwater_upload/21103.png,Netti
20908,1,7/5/2022 12:53:28 PM,1,7/5/2022 12:53:19 PM,48.7444932,9.0952044,1012473,6231617,10,png,7/5/2022 10:55:59 AM,Android,FP3,217c904281358a21,4,,,14,1,0,0,eowcolor,826,826,Elenya,80,3,1,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20908.png,?,0,1,,,227.4519272796,227.1099425896,,,,,,,0,234.85087476363,1,0,0,0,0,227.4519272796,1,227.1099425896,2,http://www.eyeonwater.org/media/eyeonwater_upload/20908.png,Elenya
20903,1,7/2/2022 11:09:12 AM,1,7/2/2022 11:09:05 AM,49.5207255,8.0662002,897925,6363683,10,png,7/2/2022 9:11:41 AM,Android,FP3,217c904281358a21,4,,,15,1,0,0,eowcolor,826,826,Elenya,80,3,1,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20903.png,?,0,1,,,228.94175540203,229.16619380043,,,,,,,0,230.28575031651,1,0,0,0,0,228.94175540203,1,229.16619380043,1,http://www.eyeonwater.org/media/eyeonwater_upload/20903.png,Elenya
20771,1,6/29/2022 4:38:44 PM,1,6/29/2022 4:36:30 PM,48.8868687,10.1136162,1125842,6255687,10,png,6/29/2022 2:11:43 PM,Android,Aquaris X Pro,829a3312edb2855c,18,,1,17,15,0,0,eowcolor,834,834,andest,70,2,1,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20771.png,?,0,1,,,,49.495828634697,,,,,,,0,45.102484582644,15,0,0,0,0,,0,49.495828634697,15,http://www.eyeonwater.org/media/eyeonwater_upload/20771.png,andest
20746,1,6/29/2022 4:38:51 PM,1,6/29/2022 4:35:56 PM,48.8868687,10.1136162,1125842,6255687,10,png,6/29/2022 2:15:00 PM,Android,Aquaris X Pro,829a3312edb2855c,16,,,17,14,0,0,eowcolor,834,834,andest,70,2,1,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20746.png,?,0,1,,,,54.657207195365,,,,,,,0,52.271987305774,14,0,0,0,0,,0,54.657207195365,14,http://www.eyeonwater.org/media/eyeonwater_upload/20746.png,andest
20679,1,6/25/2022 12:42:19 PM,1,6/25/2022 12:42:11 PM,48.7914829,9.1878896,1022791,6239554,0,png,6/25/2022 10:44:36 AM,Android,M2101K9G,1f6068d890b4da5d,3,,,14,12,0,0.25,australia,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20679.png,?,0,1,,,64.10748395715,66.510164950648,,,,,,62.249137947072,12,64.728085926815,12,0,0,0,0,64.10748395715,12,66.510164950648,12,http://www.eyeonwater.org/media/eyeonwater_upload/20679.png,
20677,1,6/25/2022 12:40:41 PM,1,6/25/2022 12:40:34 PM,48.7914771,9.1871219,1022705,6239553,0,png,6/25/2022 10:43:00 AM,Android,SM-G980F,3c9375856fd8e351,0,,,13,11,0,0.25,australia,0,,,,,,25,22,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20677.png,?,0,1,,,73.147946535706,73.56095421578,,,,,,71.61302083383,11,72.092678687766,11,0,0,0,0,73.147946535706,11,73.56095421578,11,http://www.eyeonwater.org/media/eyeonwater_upload/20677.png,
20676,1,6/25/2022 12:37:02 PM,1,6/25/2022 12:36:54 PM,48.7913069,9.1864797,1022634,6239524,10,png,6/25/2022 10:39:19 AM,Android,SM-G991B,4c6e7ed3819a0f3b,-1,,,15,13,0,0,australia,794,794,fauserja,250,20,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20676.png,?,0,1,,,58.45195965725,66.224691570863,,,,,,56.4912259514,13,64.530048606212,12,0,0,0,0,58.45195965725,13,66.224691570863,12,http://www.eyeonwater.org/media/eyeonwater_upload/20676.png,fauserja
20675,1,6/25/2022 12:09:28 PM,1,6/25/2022 12:09:20 PM,48.786052,9.1904286,1023073,6238636,10,png,6/25/2022 10:11:45 AM,Android,SM-G991B,4c6e7ed3819a0f3b,-2,,,13,10,0,0,australia,794,794,fauserja,250,20,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20675.png,?,0,1,,,74.880561930514,75.273447692791,,,,,,,0,73.676478088703,11,0,0,0,0,74.880561930514,10,75.273447692791,10,http://www.eyeonwater.org/media/eyeonwater_upload/20675.png,fauserja
20674,1,6/25/2022 12:06:50 PM,1,6/25/2022 12:06:41 PM,48.786840067054,9.1884927789371,1022858,6238769,0,png,6/25/2022 10:09:02 AM,iOS,"iPhone11,8",6BC35859-2056-4ACA-9C64-3244E55AA98A,1,,1,18,16,0,0,australia,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20674.png,?,0,1,,,,43.169028938577,,,,,,36.954353099816,17,39.63797163744,17,0,0,0,0,,0,43.169028938577,16,http://www.eyeonwater.org/media/eyeonwater_upload/20674.png,
20673,1,6/25/2022 12:06:34 PM,1,6/25/2022 12:06:25 PM,48.789808784181,9.1913718841062,1023178,6239271,0,png,6/25/2022 10:08:50 AM,iOS,"iPhone12,1",4A4101CF-B7DC-46D8-B5A6-AFF733969A11,0,,1,16,15,0,0,eowcolor,0,,,,,,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20673.png,?,0,1,,,45.56247554347,46.62703720836,,,,,,42.796913265897,16,43.677460205054,16,0,0,0,0,45.56247554347,15,46.62703720836,15,http://www.eyeonwater.org/media/eyeonwater_upload/20673.png,
20672,1,6/25/2022 10:52:12 AM,1,6/25/2022 10:52:03 AM,48.773346,9.1659523,1020349,6236490,0,png,6/25/2022 8:54:24 AM,Android,SM-A528B,417466d7d02367ff,2,,,15,14,0,19,australia,0,,,,,,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20672.png,?,0,1,,,51.363776829098,53.015490325995,,,,,,46.128859114952,15,48.68884025021,15,0,0,0,0,51.363776829098,14,53.015490325995,14,http://www.eyeonwater.org/media/eyeonwater_upload/20672.png,
20671,1,6/25/2022 10:51:35 AM,1,6/25/2022 10:51:26 AM,48.7729956,9.1658289,1020335,6236430,10,png,6/25/2022 8:53:52 AM,Android,SM-G991B,4c6e7ed3819a0f3b,-1,,,11,12,0,0.19,australia,794,794,fauserja,250,20,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20671.png,?,0,1,,,63.570587006871,63.642225385449,,,,,,61.528498337988,13,61.598995002643,13,0,0,0,0,63.570587006871,12,63.642225385449,12,http://www.eyeonwater.org/media/eyeonwater_upload/20671.png,fauserja
20670,1,6/25/2022 10:48:35 AM,1,6/25/2022 10:48:27 AM,48.7733064,9.1659696,1020351,6236483,0,png,6/25/2022 8:50:53 AM,Android,SM-G980F,3c9375856fd8e351,4,,,15,13,0,0,australia,0,,,,,,25,22,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20670.png,?,0,1,,,60.644248706838,60.730364874875,,,,,,58.588953452961,13,58.662561857286,13,0,0,0,0,60.644248706838,13,60.730364874875,13,http://www.eyeonwater.org/media/eyeonwater_upload/20670.png,
20669,1,6/25/2022 10:46:55 AM,1,6/25/2022 10:46:46 AM,48.77675628,9.17144584,1020960,6237066,0,png,6/25/2022 8:49:11 AM,iOS,"iPhone8,4",DA9909BE-AE1E-4CD2-A08D-5B954D9BACA7,5,,,13,13,0,0,australia,0,,,,,,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20669.png,?,0,1,,,57.983130718446,59.96673291021,,,,,,55.210117232757,14,57.582396385878,13,0,0,0,0,57.983130718446,13,59.96673291021,13,http://www.eyeonwater.org/media/eyeonwater_upload/20669.png,
20668,1,6/25/2022 10:46:21 AM,1,6/25/2022 10:46:11 AM,48.772993075711,9.1656788007017,1020318,6236430,0,png,6/25/2022 8:48:38 AM,iOS,"iPhone11,8",6BC35859-2056-4ACA-9C64-3244E55AA98A,0,,,14,13,0,0,australia,0,,,,,,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20668.png,?,0,1,,,59.006934388148,60.402185761143,,,,,,56.639373961907,13,58.015872108367,13,0,0,0,0,59.006934388148,13,60.402185761143,13,http://www.eyeonwater.org/media/eyeonwater_upload/20668.png,
20667,1,6/25/2022 10:45:08 AM,1,6/25/2022 10:44:59 AM,48.772913183671,9.1655867046237,1020308,6236416,0,png,6/25/2022 8:47:24 AM,iOS,"iPhone12,1",4A4101CF-B7DC-46D8-B5A6-AFF733969A11,2,,,15,13,0,0,eowcolor,0,,,,,,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20667.png,?,0,1,,,57.577732338735,58.839103380004,,,,,,55.374774120305,14,56.556464264972,13,0,0,0,0,57.577732338735,13,58.839103380004,13,http://www.eyeonwater.org/media/eyeonwater_upload/20667.png,
20666,1,6/25/2022 10:44:36 AM,1,6/25/2022 10:44:28 AM,48.7736704,9.1642474,1020159,6236544,10,png,6/25/2022 8:46:54 AM,Android,SM-G991B,4c6e7ed3819a0f3b,1,,,14,12,0,0,australia,794,794,fauserja,250,20,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20666.png,?,0,1,,,62.211714289855,62.485858038292,,,,,,60.246030326937,13,60.564977535829,13,0,0,0,0,62.211714289855,12,62.485858038292,12,http://www.eyeonwater.org/media/eyeonwater_upload/20666.png,fauserja
20665,1,6/25/2022 10:44:05 AM,1,6/25/2022 10:43:56 AM,48.772951227891,9.1656276032075,1020312,6236423,0,png,6/25/2022 8:46:21 AM,iOS,"iPhone11,8",6BC35859-2056-4ACA-9C64-3244E55AA98A,1,,,2,13,0,0,australia,0,,,,,,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20665.png,?,0,1,,,60.073955414233,63.077522397895,,,,,,57.689817116989,13,60.983225625819,13,0,0,0,0,60.073955414233,13,63.077522397895,12,http://www.eyeonwater.org/media/eyeonwater_upload/20665.png,
20567,1,6/15/2022 10:33:18 AM,1,6/15/2022 10:33:09 AM,48.772759912581,9.1654727328654,1020295,6236391,10,png,6/15/2022 8:36:06 AM,iOS,"iPhone13,3",D43B3807-2E62-4812-BC5D-5211BD9B7AAE,-1,,,15,14,0,0,australia,695,695,Netti,410,39,3,0,22,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20567.png,?,0,1,,,53.304981030897,54.561958337768,,,,,,50.927039382772,14,52.060300840315,14,0,0,0,0,53.304981030897,14,54.561958337768,14,http://www.eyeonwater.org/media/eyeonwater_upload/20567.png,Netti
20500,1,6/6/2022 3:35:33 PM,1,6/6/2022 3:35:25 PM,48.7445467,9.0952505,1012478,6231626,10,png,6/6/2022 1:38:07 PM,Android,FP3,217c904281358a21,0,,,16,11,0,0,eowcolor,826,826,Elenya,80,3,1,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20500.png,?,0,1,,,69.118014902852,68.919826116869,,,,,,,0,66.449639157392,12,0,0,0,0,69.118014902852,11,68.919826116869,11,http://www.eyeonwater.org/media/eyeonwater_upload/20500.png,Elenya
20427,1,5/21/2022 4:04:33 PM,1,5/21/2022 4:04:25 PM,48.9111953,9.2181975,1026165,6259806,10,png,5/21/2022 2:06:44 PM,Android,Pixel 3a,778ba90dd5718e7f,1,,,14,15,0,0.95,australia,254,254,reiner,310,26,3,0,22,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20427.png,?,0,1,,,48.205394311256,49.664976092256,,,,,,43.093146153169,16,41.73166467569,16,0,0,0,0,48.205394311256,15,49.664976092256,15,http://www.eyeonwater.org/media/eyeonwater_upload/20427.png,reiner
20353,1,5/15/2022 5:34:04 PM,1,5/15/2022 5:33:56 PM,48.7281083,9.1018704,1013215,6228852,10,png,5/15/2022 1:52:19 PM,Android,SM-G980F,d7cbaf805933a251,4,,,15,14,0,0.5,eowcolor,784,784,SarahVP,90,4,1,0,26,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20353.png,?,0,1,,,53.582850488568,51.748653989627,,,,,,,0,45.595557488819,15,0,0,0,0,53.582850488568,14,51.748653989627,14,http://www.eyeonwater.org/media/eyeonwater_upload/20353.png,SarahVP
20293,1,5/2/2022 7:13:43 PM,1,5/2/2022 7:13:36 PM,48.7071488,9.2153469,1025847,6225315,10,png,5/2/2022 5:16:08 PM,Android,SM-J510FN,55a8ce330200daec,5,,,19,1,0,0,eowcolor,737,737,ehau,160,11,2,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20293.png,?,0,1,,,,288.00075628463,,,,,,,0,276.93316159665,1,0,0,0,0,,0,288.00075628463,1,http://www.eyeonwater.org/media/eyeonwater_upload/20293.png,ehau
20292,1,5/1/2022 2:42:10 PM,1,5/1/2022 2:42:00 PM,48.6955619,9.5834987,1066830,6223361,10,png,5/1/2022 12:44:32 PM,Android,SM-G991B,4c6e7ed3819a0f3b,8,,1,8,16,0,0,australia,794,794,fauserja,250,20,3,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20292.png,?,0,1,,,,43.774406954701,,,,,,,0,92.020600227812,9,0,0,0,0,,0,43.774406954701,16,http://www.eyeonwater.org/media/eyeonwater_upload/20292.png,fauserja
20285,1,4/30/2022 7:15:05 PM,1,4/30/2022 7:14:57 PM,48.897943,10.1047898,1124860,6257562,0,png,4/30/2022 5:17:28 PM,Android,Aquaris X Pro,829a3312edb2855c,11,,,18,21,0,0,eowcolor,0,,,,,,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20285.png,?,0,1,,,,22.589153069378,,,,,,,0,11.841128122975,21,0,0,0,0,,0,22.589153069378,21,http://www.eyeonwater.org/media/eyeonwater_upload/20285.png,
20281,1,4/30/2022 6:12:29 PM,5,4/30/2022 10:47:28 AM,48.772772060913,9.1656135893964,1020311,6236393,10,png,4/30/2022 8:48:37 AM,Android,ART-L29,3d6513078452699e,6,1,,16,21,0,0.27,australia,822,822,Ayaaaa,60,1,1,100,12,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20281.png,?,1,1,,,,16.104488542286,,,,,,,0,347.4508618917,1,0,0,0,0,,0,16.104488542286,21,http://www.eyeonwater.org/media/eyeonwater_upload/20281.png,Ayaaaa
20281,1,4/30/2022 6:12:29 PM,5,4/30/2022 10:47:28 AM,48.772772060913,9.1656135893964,1020311,6236393,10,png,4/30/2022 8:48:37 AM,Android,ART-L29,3d6513078452699e,6,1,,16,21,0,0.27,australia,822,823,Ayaaaa,60,1,1,100,12,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20281.png,?,1,1,,,,16.104488542286,,,,,,,0,347.4508618917,1,0,0,0,0,,0,16.104488542286,21,http://www.eyeonwater.org/media/eyeonwater_upload/20281.png,
20280,1,4/30/2022 10:42:20 AM,1,4/30/2022 10:42:13 AM,48.773238,9.1659328,1020346,6236471,0,png,4/30/2022 8:44:42 AM,Android,SM-G970F,bea654e8c60c425e,0,1,,16,13,0,0.275,australia,0,,,,,,100,12,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20280.png,?,0,1,,,59.072375838773,59.945157077259,,,,,,53.738990373994,14,54.660017010838,14,0,0,0,0,59.072375838773,13,59.945157077259,13,http://www.eyeonwater.org/media/eyeonwater_upload/20280.png,
20279,1,4/30/2022 10:41:54 AM,1,4/30/2022 10:41:45 AM,48.7731844,9.1660008,1020354,6236462,0,png,4/30/2022 8:44:10 AM,Android,M2101K9G,1f6068d890b4da5d,2,1,,15,17,0,0.27,australia,0,,,,,,100,5,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20279.png,?,0,1,,,36.792673913072,33.044385783587,,,,,,,0,94.172481489041,8,0,0,0,0,36.792673913072,17,33.044385783587,18,http://www.eyeonwater.org/media/eyeonwater_upload/20279.png,
20278,1,4/30/2022 10:42:01 AM,1,4/30/2022 10:36:27 AM,48.7730972,9.1660464,1020359,6236448,10,png,4/30/2022 8:38:40 AM,Android,SM-G991B,c9156df55b9c55bc,6,1,,14,19,0,0.27,eowcolor,794,794,fauserja,250,20,3,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20278.png,?,0,1,,,,28.248246217974,,,,,,,0,304.41400506357,1,0,0,0,0,,0,28.248246217974,19,http://www.eyeonwater.org/media/eyeonwater_upload/20278.png,fauserja
20277,1,4/30/2022 10:36:20 AM,1,4/30/2022 10:36:03 AM,48.7731686,9.1660147,1020356,6236460,10,png,4/30/2022 8:38:29 AM,Android,M2101K9G,e074cf5b0b2c1c50,4,1,,14,16,0,0.27,eowcolor,785,785,BBneo,100,5,2,100,5,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20277.png,?,0,1,,,44.387018279975,44.788894652039,,,,,,31.533632196338,18,31.084566661534,18,0,0,0,0,44.387018279975,16,44.788894652039,16,http://www.eyeonwater.org/media/eyeonwater_upload/20277.png,BBneo
20276,1,4/30/2022 10:36:27 AM,1,4/30/2022 10:35:57 AM,48.7732817,9.1659463,1020348,6236479,10,png,4/30/2022 8:38:24 AM,Android,Pixel 3a,778ba90dd5718e7f,1,1,1,16,17,0,0.275,australia,254,254,reiner,310,26,3,100,12,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20276.png,?,0,1,,,,35.989875273898,,,,,,,0,6.341451276051,21,0,0,0,0,,0,35.989875273898,17,http://www.eyeonwater.org/media/eyeonwater_upload/20276.png,reiner
20275,1,4/30/2022 10:36:51 AM,1,4/30/2022 10:35:49 AM,48.773021264104,9.1651806854068,1020263,6236435,10,png,4/30/2022 8:38:20 AM,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,2,1,,15,14,0,0.275,eowcolor,695,695,Netti,410,39,3,100,12,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20275.png,?,0,1,,,53.947003304466,54.447677953801,,,,,,,0,32.925934393204,18,0,0,0,0,53.947003304466,14,54.447677953801,14,http://www.eyeonwater.org/media/eyeonwater_upload/20275.png,Netti
20274,1,4/30/2022 10:36:58 AM,1,4/30/2022 10:30:50 AM,48.7732032,9.1659708,1020351,6236465,10,png,4/30/2022 8:33:23 AM,Android,SM-G991B,c9156df55b9c55bc,6,1,,15,7,0,0,eowcolor,794,794,fauserja,250,20,3,100,10,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20274.png,?,0,1,,,,112.36869738197,,,,,,,0,226.83207270097,2,0,0,0,0,,0,112.36869738197,7,http://www.eyeonwater.org/media/eyeonwater_upload/20274.png,fauserja
20273,1,4/30/2022 10:30:57 AM,1,4/30/2022 10:30:41 AM,48.7732393,9.1659611,1020350,6236472,0,png,4/30/2022 8:33:05 AM,Android,SM-G920F,db33b49093ac56d8,1,1,,17,16,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20273.png,?,0,1,,,42.696125552406,44.048510898179,,,,,,,0,24.674318386218,20,0,0,0,0,42.696125552406,16,44.048510898179,16,http://www.eyeonwater.org/media/eyeonwater_upload/20273.png,
20272,1,4/30/2022 10:31:04 AM,1,4/30/2022 10:30:34 AM,48.7732711,9.1659135,1020344,6236477,10,png,4/30/2022 8:33:04 AM,Android,SM-G970F,e183bce8d3e00fed,0,1,,15,13,0,0,eowcolor,773,773,komalchhaya,140,9,2,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20272.png,?,0,1,,,60.074867040749,61.677408724928,,,,,,55.80705821161,14,58.294213514471,13,0,0,0,0,60.074867040749,13,61.677408724928,13,http://www.eyeonwater.org/media/eyeonwater_upload/20272.png,komalchhaya
20270,1,4/30/2022 10:30:03 AM,1,4/30/2022 10:29:53 AM,48.772943274168,9.1655467470175,1020303,6236422,10,png,4/30/2022 8:31:27 AM,iOS,"iPhone10,4",73956BC1-8DD2-4FF0-86B9-A41B8709CE87,0,1,,17,14,0,0,eowcolor,821,821,mapa,60,1,1,75,12,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20270.png,?,0,1,,,53.214416623889,53.672615014078,,,,,,49.293517479513,15,49.927606589719,15,0,0,0,0,53.214416623889,14,53.672615014078,14,http://www.eyeonwater.org/media/eyeonwater_upload/20270.png,mapa
20267,1,4/30/2022 10:28:54 AM,1,4/30/2022 10:28:42 AM,48.7735168,9.1655665,1020306,6236518,10,png,4/30/2022 8:30:54 AM,Android,M2101K9G,e074cf5b0b2c1c50,-1,1,,15,15,0,0,eowcolor,785,785,BBneo,100,5,2,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20267.png,?,0,1,,,46.857933757665,48.87144586747,,,,,,37.93094517984,17,39.56958145271,17,0,0,0,0,46.857933757665,15,48.87144586747,15,http://www.eyeonwater.org/media/eyeonwater_upload/20267.png,BBneo
20266,1,4/30/2022 10:29:01 AM,1,4/30/2022 10:28:34 AM,48.772885867155,9.1655100938938,1020299,6236412,10,png,4/30/2022 8:30:58 AM,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,3,1,,16,13,0,0,eowcolor,695,695,Netti,410,39,3,100,12,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20266.png,?,0,1,,,57.227517286322,58.673628832255,,,,,,54.023707011395,14,49.038874785413,15,0,0,0,0,57.227517286322,13,58.673628832255,13,http://www.eyeonwater.org/media/eyeonwater_upload/20266.png,Netti
20265,1,4/30/2022 10:29:13 AM,1,4/30/2022 10:28:28 AM,48.772624880121,9.1649057809349,1020232,6236368,10,png,2/18/2022 10:28:30 AM,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,1,,,15,11,0,0,eowcolor,695,695,Netti,410,39,3,50,15,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20265.png,?,0,1,,,69.144560964537,71.510573658378,,,,,,66.247364149331,12,68.928650131372,11,0,0,0,0,69.144560964537,11,71.510573658378,11,http://www.eyeonwater.org/media/eyeonwater_upload/20265.png,Netti
20264,1,4/30/2022 10:26:52 AM,1,4/30/2022 10:26:44 AM,48.7731346,9.1659435,1020348,6236454,0,png,4/30/2022 8:29:13 AM,Android,SM-G920F,db33b49093ac56d8,2,1,,2,15,0,0,eowcolor,0,,,,,,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20264.png,?,0,1,,,49.218724431481,49.278851725794,,,,,,,0,35.121809469007,17,0,0,0,0,49.218724431481,15,49.278851725794,15,http://www.eyeonwater.org/media/eyeonwater_upload/20264.png,
20223,1,4/23/2022 7:16:14 PM,1,4/23/2022 7:16:06 PM,48.7733535,9.1657699,1020328,6236491,10,png,4/23/2022 5:18:24 PM,Android,SM-J510FN,55a8ce330200daec,5,,,15,16,0,0,eowcolor,737,737,ehau,160,11,2,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/20223.png,?,0,1,,,,41.555387847651,,,,,,,0,24.792959157349,20,0,0,0,0,,0,41.555387847651,16,http://www.eyeonwater.org/media/eyeonwater_upload/20223.png,ehau
